Order,Year,Month,Tag,Pre
1083,1991,3,199103,988
1084,1991,4,199104,479
1085,1991,5,199105,1863
1086,1991,6,199106,3186
1087,1991,7,199107,2232
1088,1991,8,199108,1372
1089,1991,9,199109,364
1090,1991,10,199110,203
1091,1991,11,199111,426
1092,1991,12,199112,392
1093,1992,1,199201,961
1094,1992,2,199202,1798
1095,1992,3,199203,1715
1096,1992,4,199204,1854
1097,1992,5,199205,3343
1098,1992,6,199206,3160
1099,1992,7,199207,1622
1100,1992,8,199208,830
1101,1992,9,199209,1401
1102,1992,10,199210,51
1103,1992,11,199211,85
1104,1992,12,199212,616
1105,1993,1,199301,393
1106,1993,2,199302,525
1107,1993,3,199303,861
1108,1993,4,199304,2462
1109,1993,5,199305,3521
1110,1993,6,199306,4792
1111,1993,7,199307,1229
1112,1993,8,199308,1709
1113,1993,9,199309,1732
1114,1993,10,199310,397
1115,1993,11,199311,996
1116,1993,12,199312,86
1117,1994,1,199401,53
1118,1994,2,199402,718
1119,1994,3,199403,1009
1120,1994,4,199404,1503
1121,1994,5,199405,2548
1122,1994,6,199406,4500
1123,1994,7,199407,3850
1124,1994,8,199408,3555
1125,1994,9,199409,1385
1126,1994,10,199410,259
1127,1994,11,199411,103
1128,1994,12,199412,1167
1129,1995,1,199501,493
1130,1995,2,199502,824
1131,1995,3,199503,1206
1132,1995,4,199504,1272
1133,1995,5,199505,1855
1134,1995,6,199506,3271
1135,1995,7,199507,1719
1136,1995,8,199508,2755
1137,1995,9,199509,1296
1138,1995,10,199510,1861
1139,1995,11,199511,207
1140,1995,12,199512,186
1141,1996,1,199601,260
1142,1996,2,199602,629
1143,1996,3,199603,1360
1144,1996,4,199604,1758
1145,1996,5,199605,2587
1146,1996,6,199606,3157
1147,1996,7,199607,2261
1148,1996,8,199608,3114
1149,1996,9,199609,1118
1150,1996,10,199610,111
1151,1996,11,199611,20
1152,1996,12,199612,86
1153,1997,1,199701,626
1154,1997,2,199702,1003
1155,1997,3,199703,1669
1156,1997,4,199704,2550
1157,1997,5,199705,2250
1158,1997,6,199706,3108
1159,1997,7,199707,3674
1160,1997,8,199708,2726
1161,1997,9,199709,1428
1162,1997,10,199710,902
1163,1997,11,199711,247
1164,1997,12,199712,684
1165,1998,1,199801,572
1166,1998,2,199802,1016
1167,1998,3,199803,944
1168,1998,4,199804,2348
1169,1998,5,199805,2917
1170,1998,6,199806,4700
1171,1998,7,199807,1957
1172,1998,8,199808,1123
1173,1998,9,199809,743
1174,1998,10,199810,358
1175,1998,11,199811,255
1176,1998,12,199812,254
1177,1999,1,199901,353
1178,1999,2,199902,54
1179,1999,3,199903,853
1180,1999,4,199904,1789
1181,1999,5,199905,2118
1182,1999,6,199906,2718
1183,1999,7,199907,1884
1184,1999,8,199908,3510
1185,1999,9,199909,1157
1186,1999,10,199910,268
1187,1999,11,199911,593
1188,1999,12,199912,329
1189,2000,1,200001,148
1190,2000,2,200002,354
1191,2000,3,200003,688
1192,2000,4,200004,2473
1193,2000,5,200005,2279
1194,2000,6,200006,1619
1195,2000,7,200007,1642
1196,2000,8,200008,1420
1197,2000,9,200009,663
1198,2000,10,200010,1392
1199,2000,11,200011,338
1200,2000,12,200012,328
1201,2001,1,200101,668
1202,2001,2,200102,865
1203,2001,3,200103,937
1204,2001,4,200104,2125
1205,2001,5,200105,2990
1206,2001,6,200106,4634
1207,2001,7,200107,2891
1208,2001,8,200108,2409
1209,2001,9,200109,1380
1210,2001,10,200110,380
1211,2001,11,200111,373
1212,2001,12,200112,686
1213,2002,1,200201,403
1214,2002,2,200202,304
1215,2002,3,200203,1160
1216,2002,4,200204,644
1217,2002,5,200205,2147
1218,2002,6,200206,2548
1219,2002,7,200207,3263
1220,2002,8,200208,3231
1221,2002,9,200209,1794
1222,2002,10,200210,1396
1223,2002,11,200211,695
1224,2002,12,200212,941
1225,2003,1,200301,431
1226,2003,2,200302,180
1227,2003,3,200303,747
1228,2003,4,200304,973
1229,2003,5,200305,1844
1230,2003,6,200306,3627
1231,2003,7,200307,499
1232,2003,8,200308,2161
1233,2003,9,200309,1771
1234,2003,10,200310,49
1235,2003,11,200311,270
1236,2003,12,200312,57
1237,2004,1,200401,616
1238,2004,2,200402,616
1239,2004,3,200403,543
1240,2004,4,200404,1516
1241,2004,5,200405,3631
1242,2004,6,200406,1650
1243,2004,7,200407,2606
1244,2004,8,200408,1699
1245,2004,9,200409,585
1246,2004,10,200410,51
1247,2004,11,200411,275
1248,2004,12,200412,77
1249,2005,1,200501,157
1250,2005,2,200502,430
1251,2005,3,200503,1338
1252,2005,4,200504,1497
1253,2005,5,200505,3513
1254,2005,6,200506,4766
1255,2005,7,200507,1117
1256,2005,8,200508,1753
1257,2005,9,200509,1080
1258,2005,10,200510,48
1259,2005,11,200511,400
1260,2005,12,200512,123
1261,2006,1,200601,171
1262,2006,2,200602,1029
1263,2006,3,200603,1261
1264,2006,4,200604,1031
1265,2006,5,200605,3845
1266,2006,6,200606,3147
1267,2006,7,200607,2931
1268,2006,8,200608,2855
1269,2006,9,200609,921
1270,2006,10,200610,265
1271,2006,11,200611,1247
1272,2006,12,200612,232
1273,2007,1,200701,335
1274,2007,2,200702,521
1275,2007,3,200703,921
1276,2007,4,200704,1264
1277,2007,5,200705,2158
1278,2007,6,200706,3324
1279,2007,7,200707,603
1280,2007,8,200708,2309
1281,2007,9,200709,1239
1282,2007,10,200710,93
1283,2007,11,200711,103
1284,2007,12,200712,408
1285,2008,1,200801,906
1286,2008,2,200802,607
1287,2008,3,200803,1065
1288,2008,4,200804,1403
1289,2008,5,200805,2897
1290,2008,6,200806,4826
1291,2008,7,200807,1736
1292,2008,8,200808,1621
1293,2008,9,200809,1310
1294,2008,10,200810,573
1295,2008,11,200811,613
1296,2008,12,200812,198
1297,2009,1,200901,132
1298,2009,2,200902,25
1299,2009,3,200903,1516
1300,2009,4,200904,1486
1301,2009,5,200905,2720
1302,2009,6,200906,2901
1303,2009,7,200907,2047
1304,2009,8,200908,1701
1305,2009,9,200909,1285
1306,2009,10,200910,117
1307,2009,11,200911,802
1308,2009,12,200912,549
1309,2010,1,201001,899
1310,2010,2,201002,464
1311,2010,3,201003,270
1312,2010,4,201004,2120
1313,2010,5,201005,3385
1314,2010,6,201006,4598
1315,2010,7,201007,1268
1316,2010,8,201008,1505
1317,2010,9,201009,2834
1318,2010,10,201010,217
1319,2010,11,201011,48
1320,2010,12,201012,521
1321,2011,1,201101,176
1322,2011,2,201102,505
1323,2011,3,201103,809
1324,2011,4,201104,513
1325,2011,5,201105,2660
1326,2011,6,201106,3929
1327,2011,7,201107,1509
1328,2011,8,201108,747
1329,2011,9,201109,1224
1330,2011,10,201110,1054
1331,2011,11,201111,571
1332,2011,12,201112,37
1333,2012,1,201201,731
1334,2012,2,201202,573
1335,2012,3,201203,1044
1336,2012,4,201204,2913
1337,2012,5,201205,2479
1338,2012,6,201206,3795
1339,2012,7,201207,1405
1340,2012,8,201208,1463
1341,2012,9,201209,925
1342,2012,10,201210,631
1343,2012,11,201211,1670
1344,2012,12,201212,656
1345,2013,1,201301,138
1346,2013,2,201302,230
1347,2013,3,201303,2197
1348,2013,4,201304,2081
1349,2013,5,201305,3278
1350,2013,6,201306,2050
1351,2013,7,201307,1738
1352,2013,8,201308,4065
1353,2013,9,201309,1926
1354,2013,10,201310,26
1355,2013,11,201311,1216
1356,2013,12,201312,1262
1357,2014,1,201401,41
1358,2014,2,201402,531
1359,2014,3,201403,2256
1360,2014,4,201404,1485
1361,2014,5,201405,3783
1362,2014,6,201406,2231
1363,2014,7,201407,1376
1364,2014,8,201408,2974
1365,2014,9,201409,793
1366,2014,10,201410,275
1367,2014,11,201411,575
1368,2014,12,201412,609
1369,2015,1,201501,508
1370,2015,2,201502,496
1371,2015,3,201503,422
1372,2015,4,201504,969
1373,2015,5,201505,3220
1374,2015,6,201506,1991
1375,2015,7,201507,2151
1376,2015,8,201508,2260
1377,2015,9,201509,911
1378,2015,10,201510,929
1379,2015,11,201511,470
1380,2015,12,201512,718
1381,2016,1,201601,542
1382,2016,2,201602,512
1383,2016,3,201603,1881
1384,2016,4,201604,2340
1385,2016,5,201605,2543
1386,2016,6,201606,3882
1387,2016,7,201607,1592
1388,2016,8,201608,3648
1389,2016,9,201609,1291
1390,2016,10,201610,1270
1391,2016,11,201611,1050
1392,2016,12,201612,116
1393,2017,1,201701,241
1394,2017,2,201702,493
1395,2017,3,201703,1460
1396,2017,4,201704,1058
1397,2017,5,201705,3446
1398,2017,6,201706,3240
1399,2017,7,201707,2326
1400,2017,8,201708,2580
1401,2017,9,201709,1557
1402,2017,10,201710,543
1403,2017,11,201711,545
1404,2017,12,201712,90
1405,2018,1,201801,1050
1406,2018,2,201802,201
1407,2018,3,201803,689
1408,2018,4,201804,1157
1409,2018,5,201805,2153
1410,2018,6,201806,4240
1411,2018,7,201807,2000
1412,2018,8,201808,2791
1413,2018,9,201809,1386
1414,2018,10,201810,597
1415,2018,11,201811,629
1416,2018,12,201812,276
1417,2019,1,201901,142
1418,2019,2,201902,1423
1419,2019,3,201903,2157
1420,2019,4,201904,2883
1421,2019,5,201905,3109
1422,2019,6,201906,3255
1423,2019,7,201907,1801
1424,2019,8,201908,3754
1425,2019,9,201909,842
1426,2019,10,201910,501
1427,2019,11,201911,53
1428,2019,12,201912,162
1429,2020,1,202001,309
1430,2020,2,202002,1206
1431,2020,3,202003,1383
1432,2020,4,202004,1294
1433,2020,5,202005,3807
1434,2020,6,202006,2421
1435,2020,7,202007,633
1436,2020,8,202008,2331
1437,2020,9,202009,2415
1438,2020,10,202010,371
1439,2020,11,202011,87
1440,2020,12,202012,52
