No,Sp,Species,Survival,num_seeds,Block,Pot,Pot,Raintype,Density,Composition,Culture,n_BIPI,n_OPCO,n_PHAN,n_DAAE,n_POHY,n_PRCL,n_AGCO,n_LUHY
WW4-2EG-E,E,POHY,1,749,WW4,2EG,WW4_2EG,WW,2,EG,Co,0,0,0,0,0,0,1,0
WW4-2EH-E,E,POHY,1,107,WW4,2EH,WW4_2EH,WW,2,EH,Co,0,0,0,0,0,0,0,1
WW4-2FG-F,F,PRCL,1,729.1,WW4,2FG,WW4_2FG,WW,2,FG,Co,0,0,0,0,0,0,1,0
WW4-2FH-F,F,PRCL,1,443.8,WW4,2FH,WW4_2FH,WW,2,FH,Co,0,0,0,0,0,0,0,1
WW4-4E-E1,E,POHY,1,428,WW4,4E,WW4_4E,WW,4,E,Mono,0,0,0,0,3,0,0,0
WW4-4E-E2,E,POHY,1,535,WW4,4E,WW4_4E,WW,4,E,Mono,0,0,0,0,3,0,0,0
WW4-4E-E3,E,POHY,1,214,WW4,4E,WW4_4E,WW,4,E,Mono,0,0,0,0,3,0,0,0
WW4-4E-E4,E,POHY,1,428,WW4,4E,WW4_4E,WW,4,E,Mono,0,0,0,0,3,0,0,0
WW4-4F-F1,F,PRCL,1,31.7,WW4,4F,WW4_4F,WW,4,F,Mono,0,0,0,0,0,3,0,0
WW4-4F-F2,F,PRCL,1,158.5,WW4,4F,WW4_4F,WW,4,F,Mono,0,0,0,0,0,3,0,0
WW4-4F-F3,F,PRCL,1,1331.4,WW4,4F,WW4_4F,WW,4,F,Mono,0,0,0,0,0,3,0,0
WW4-4F-F4,F,PRCL,1,475.5,WW4,4F,WW4_4F,WW,4,F,Mono,0,0,0,0,0,3,0,0
WW4-4AE-E1,E,POHY,1,321,WW4,4AE,WW4_4AE,WW,4,AE,Co,2,0,0,0,1,0,0,0
WW4-4AE-E2,E,POHY,1,428,WW4,4AE,WW4_4AE,WW,4,AE,Co,2,0,0,0,1,0,0,0
WW4-4AF-F1,F,PRCL,1,348.7,WW4,4AF,WW4_4AF,WW,4,AF,Co,2,0,0,0,0,1,0,0
WW4-4AF-F2,F,PRCL,1,221.9,WW4,4AF,WW4_4AF,WW,4,AF,Co,2,0,0,0,0,1,0,0
WW4-4BE-E1,E,POHY,1,535,WW4,4BE,WW4_4BE,WW,4,BE,Co,0,2,0,0,1,0,0,0
WW4-4BE-E2,E,POHY,1,428,WW4,4BE,WW4_4BE,WW,4,BE,Co,0,2,0,0,1,0,0,0
WW4-4BF-F1,F,PRCL,1,792.5,WW4,4BF,WW4_4BF,WW,4,BF,Co,0,2,0,0,0,1,0,0
WW4-4BF-F2,F,PRCL,0,0,WW4,4BF,WW4_4BF,WW,4,BF,Co,0,2,0,0,0,1,0,0
WW4-4CE-E1,E,POHY,1,428,WW4,4CE,WW4_4CE,WW,4,CE,Co,0,0,2,0,1,0,0,0
WW4-4CE-E2,E,POHY,1,642,WW4,4CE,WW4_4CE,WW,4,CE,Co,0,0,2,0,1,0,0,0
WW4-4CF-F1,F,PRCL,1,760.8,WW4,4CF,WW4_4CF,WW,4,CF,Co,0,0,2,0,0,1,0,0
WW4-4CF-F2,F,PRCL,1,729.1,WW4,4CF,WW4_4CF,WW,4,CF,Co,0,0,2,0,0,1,0,0
WW4-4DE-E1,E,POHY,1,321,WW4,4DE,WW4_4DE,WW,4,DE,Co,0,0,0,2,1,0,0,0
WW4-4DE-E2,E,POHY,1,428,WW4,4DE,WW4_4DE,WW,4,DE,Co,0,0,0,2,1,0,0,0
WW4-4DF-F1,F,PRCL,1,507.2,WW4,4DF,WW4_4DF,WW,4,DF,Co,0,0,0,2,0,1,0,0
WW4-4DF-F2,F,PRCL,1,443.8,WW4,4DF,WW4_4DF,WW,4,DF,Co,0,0,0,2,0,1,0,0
WW4-4EF-E1,E,POHY,1,428,WW4,4EF,WW4_4EF,WW,4,EF,Co,0,0,0,0,1,2,0,0
WW4-4EF-E2,E,POHY,1,428,WW4,4EF,WW4_4EF,WW,4,EF,Co,0,0,0,0,1,2,0,0
WW4-4EF-F1,F,PRCL,1,348.7,WW4,4EF,WW4_4EF,WW,4,EF,Co,0,0,0,0,2,1,0,0
WW4-4EF-F2,F,PRCL,1,380.4,WW4,4EF,WW4_4EF,WW,4,EF,Co,0,0,0,0,2,1,0,0
WW4-4EG-E1,E,POHY,1,428,WW4,4EG,WW4_4EG,WW,4,EG,Co,0,0,0,0,1,0,2,0
WW4-4EG-E2,E,POHY,1,535,WW4,4EG,WW4_4EG,WW,4,EG,Co,0,0,0,0,1,0,2,0
WW4-4EH-E1,E,POHY,1,107,WW4,4EH,WW4_4EH,WW,4,EH,Co,0,0,0,0,1,0,0,2
WW4-4EH-E2,E,POHY,1,0,WW4,4EH,WW4_4EH,WW,4,EH,Co,0,0,0,0,1,0,0,2
WW4-4FG-F1,F,PRCL,1,190.2,WW4,4FG,WW4_4FG,WW,4,FG,Co,0,0,0,0,0,1,2,0
WW4-4FG-F2,F,PRCL,1,31.7,WW4,4FG,WW4_4FG,WW,4,FG,Co,0,0,0,0,0,1,2,0
WW4-4FH-F1,F,PRCL,1,126.8,WW4,4FH,WW4_4FH,WW,4,FH,Co,0,0,0,0,0,1,0,2
WW4-4FH-F2,F,PRCL,0,0,WW4,4FH,WW4_4FH,WW,4,FH,Co,0,0,0,0,0,1,0,2
WW4-8E-E1,E,POHY,1,321,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E2,E,POHY,1,214,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E3,E,POHY,1,214,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E4,E,POHY,1,535,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E5,E,POHY,1,535,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E6,E,POHY,1,107,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E7,E,POHY,1,107,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8E-E8,E,POHY,1,214,WW4,8E,WW4_8E,WW,8,E,Mono,0,0,0,0,7,0,0,0
WW4-8F-F1,F,PRCL,1,602.3,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F2,F,PRCL,1,412.1,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F3,F,PRCL,1,475.5,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F4,F,PRCL,1,253.6,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F5,F,PRCL,1,190.2,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F6,F,PRCL,1,792.5,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F7,F,PRCL,0,0,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8F-F8,F,PRCL,0,0,WW4,8F,WW4_8F,WW,8,F,Mono,0,0,0,0,0,7,0,0
WW4-8AE-E1,E,POHY,1,107,WW4,8AE,WW4_8AE,WW,8,AE,Co,4,0,0,0,3,0,0,0
WW4-8AE-E2,E,POHY,1,107,WW4,8AE,WW4_8AE,WW,8,AE,Co,4,0,0,0,3,0,0,0
WW4-8AE-E3,E,POHY,1,107,WW4,8AE,WW4_8AE,WW,8,AE,Co,4,0,0,0,3,0,0,0
WW4-8AE-E4,E,POHY,1,214,WW4,8AE,WW4_8AE,WW,8,AE,Co,4,0,0,0,3,0,0,0
WW4-8AF-F1,F,PRCL,1,0,WW4,8AF,WW4_8AF,WW,8,AF,Co,4,0,0,0,0,3,0,0
WW4-8AF-F2,F,PRCL,1,158.5,WW4,8AF,WW4_8AF,WW,8,AF,Co,4,0,0,0,0,3,0,0
WW4-8AF-F3,F,PRCL,0,0,WW4,8AF,WW4_8AF,WW,8,AF,Co,4,0,0,0,0,3,0,0
WW4-8AF-F4,F,PRCL,0,0,WW4,8AF,WW4_8AF,WW,8,AF,Co,4,0,0,0,0,3,0,0
WW4-8BE-E1,E,POHY,1,321,WW4,8BE,WW4_8BE,WW,8,BE,Co,0,4,0,0,3,0,0,0
WW4-8BE-E2,E,POHY,1,321,WW4,8BE,WW4_8BE,WW,8,BE,Co,0,4,0,0,3,0,0,0
WW4-8BE-E3,E,POHY,1,321,WW4,8BE,WW4_8BE,WW,8,BE,Co,0,4,0,0,3,0,0,0
WW4-8BE-E4,E,POHY,1,214,WW4,8BE,WW4_8BE,WW,8,BE,Co,0,4,0,0,3,0,0,0
WW4-8BF-F1,F,PRCL,0,0,WW4,8BF,WW4_8BF,WW,8,BF,Co,0,4,0,0,0,3,0,0
WW4-8BF-F2,F,PRCL,1,190.2,WW4,8BF,WW4_8BF,WW,8,BF,Co,0,4,0,0,0,3,0,0
WW4-8BF-F3,F,PRCL,1,158.5,WW4,8BF,WW4_8BF,WW,8,BF,Co,0,4,0,0,0,3,0,0
WW4-8BF-F4,F,PRCL,1,31.7,WW4,8BF,WW4_8BF,WW,8,BF,Co,0,4,0,0,0,3,0,0
WW4-8CE-E1,E,POHY,0,0,WW4,8CE,WW4_8CE,WW,8,CE,Co,0,0,4,0,3,0,0,0
WW4-8CE-E2,E,POHY,1,214,WW4,8CE,WW4_8CE,WW,8,CE,Co,0,0,4,0,3,0,0,0
WW4-8CE-E3,E,POHY,0,0,WW4,8CE,WW4_8CE,WW,8,CE,Co,0,0,4,0,3,0,0,0
WW4-8CE-E4,E,POHY,1,214,WW4,8CE,WW4_8CE,WW,8,CE,Co,0,0,4,0,3,0,0,0
WW4-8CF-F1,F,PRCL,1,507.2,WW4,8CF,WW4_8CF,WW,8,CF,Co,0,0,4,0,0,3,0,0
WW4-8CF-F2,F,PRCL,1,475.5,WW4,8CF,WW4_8CF,WW,8,CF,Co,0,0,4,0,0,3,0,0
WW4-8CF-F3,F,PRCL,1,475.5,WW4,8CF,WW4_8CF,WW,8,CF,Co,0,0,4,0,0,3,0,0
WW4-8CF-F4,F,PRCL,1,887.6,WW4,8CF,WW4_8CF,WW,8,CF,Co,0,0,4,0,0,3,0,0
WW4-8DE-E1,E,POHY,1,214,WW4,8DE,WW4_8DE,WW,8,DE,Co,0,0,0,4,3,0,0,0
WW4-8DE-E2,E,POHY,1,107,WW4,8DE,WW4_8DE,WW,8,DE,Co,0,0,0,4,3,0,0,0
WW4-8DE-E3,E,POHY,1,107,WW4,8DE,WW4_8DE,WW,8,DE,Co,0,0,0,4,3,0,0,0
WW4-8DE-E4,E,POHY,1,107,WW4,8DE,WW4_8DE,WW,8,DE,Co,0,0,0,4,3,0,0,0
WW4-8DF-F1,F,PRCL,1,158.5,WW4,8DF,WW4_8DF,WW,8,DF,Co,0,0,0,4,0,3,0,0
WW4-8DF-F2,F,PRCL,1,221.9,WW4,8DF,WW4_8DF,WW,8,DF,Co,0,0,0,4,0,3,0,0
WW4-8DF-F3,F,PRCL,1,126.8,WW4,8DF,WW4_8DF,WW,8,DF,Co,0,0,0,4,0,3,0,0
WW4-8DF-F4,F,PRCL,1,253.6,WW4,8DF,WW4_8DF,WW,8,DF,Co,0,0,0,4,0,3,0,0
WW4-8EF-E1,E,POHY,1,107,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,3,4,0,0
WW4-8EF-E2,E,POHY,1,428,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,3,4,0,0
WW4-8EF-E3,E,POHY,1,321,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,3,4,0,0
WW4-8EF-E4,E,POHY,1,214,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,3,4,0,0
WW4-8EF-F1,F,PRCL,1,317,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,4,3,0,0
WW4-8EF-F2,F,PRCL,0,0,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,4,3,0,0
WW4-8EF-F3,F,PRCL,0,0,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,4,3,0,0
WW4-8EF-F4,F,PRCL,1,253.6,WW4,8EF,WW4_8EF,WW,8,EF,Co,0,0,0,0,4,3,0,0
WW4-8EG-E1,E,POHY,1,321,WW4,8EG,WW4_8EG,WW,8,EG,Co,0,0,0,0,3,0,4,0
WW4-8EG-E2,E,POHY,1,321,WW4,8EG,WW4_8EG,WW,8,EG,Co,0,0,0,0,3,0,4,0
WW4-8EG-E3,E,POHY,1,214,WW4,8EG,WW4_8EG,WW,8,EG,Co,0,0,0,0,3,0,4,0
WW4-8EG-E4,E,POHY,1,428,WW4,8EG,WW4_8EG,WW,8,EG,Co,0,0,0,0,3,0,4,0
WW4-8EH-E1,E,POHY,1,107,WW4,8EH,WW4_8EH,WW,8,EH,Co,0,0,0,0,3,0,0,4
WW4-8EH-E2,E,POHY,0,0,WW4,8EH,WW4_8EH,WW,8,EH,Co,0,0,0,0,3,0,0,4
WW4-8EH-E3,E,POHY,0,0,WW4,8EH,WW4_8EH,WW,8,EH,Co,0,0,0,0,3,0,0,4
WW4-8EH-E4,E,POHY,0,0,WW4,8EH,WW4_8EH,WW,8,EH,Co,0,0,0,0,3,0,0,4
WW4-8FG-F1,F,PRCL,1,126.8,WW4,8FG,WW4_8FG,WW,8,FG,Co,0,0,0,0,0,3,4,0
WW4-8FG-F2,F,PRCL,1,158.5,WW4,8FG,WW4_8FG,WW,8,FG,Co,0,0,0,0,0,3,4,0
WW4-8FG-F3,F,PRCL,1,443.8,WW4,8FG,WW4_8FG,WW,8,FG,Co,0,0,0,0,0,3,4,0
WW4-8FG-F4,F,PRCL,1,31.7,WW4,8FG,WW4_8FG,WW,8,FG,Co,0,0,0,0,0,3,4,0
WW4-8FH-F1,F,PRCL,0,0,WW4,8FH,WW4_8FH,WW,8,FH,Co,0,0,0,0,0,3,0,4
WW4-8FH-F2,F,PRCL,1,0,WW4,8FH,WW4_8FH,WW,8,FH,Co,0,0,0,0,0,3,0,4
WW4-8FH-F3,F,PRCL,1,0,WW4,8FH,WW4_8FH,WW,8,FH,Co,0,0,0,0,0,3,0,4
WW4-8FH-F4,F,PRCL,0,0,WW4,8FH,WW4_8FH,WW,8,FH,Co,0,0,0,0,0,3,0,4
WD3-2E-E1,E,POHY,1,856,WD3,2E,WD3_2E,WD,2,E,Mono,0,0,0,0,1,0,0,0
WD3-2E-E2,E,POHY,1,321,WD3,2E,WD3_2E,WD,2,E,Mono,0,0,0,0,1,0,0,0
WD3-2F-F1,F,PRCL,1,1585,WD3,2F,WD3_2F,WD,2,F,Mono,0,0,0,0,0,1,0,0
WD3-2F-F2,F,PRCL,1,1172.9,WD3,2F,WD3_2F,WD,2,F,Mono,0,0,0,0,0,1,0,0
WD3-2AE-E,E,POHY,1,321,WD3,2AE,WD3_2AE,WD,2,AE,Co,1,0,0,0,0,0,0,0
WD3-2AF-F,F,PRCL,1,1077.8,WD3,2AF,WD3_2AF,WD,2,AF,Co,1,0,0,0,0,0,0,0
WD3-2BE-E,E,POHY,1,963,WD3,2BE,WD3_2BE,WD,2,BE,Co,0,1,0,0,0,0,0,0
WD3-2BF-F,F,PRCL,1,475.5,WD3,2BF,WD3_2BF,WD,2,BF,Co,0,1,0,0,0,0,0,0
WD3-2CE-E,E,POHY,1,856,WD3,2CE,WD3_2CE,WD,2,CE,Co,0,0,1,0,0,0,0,0
WD3-2CF-F,F,PRCL,1,1775.2,WD3,2CF,WD3_2CF,WD,2,CF,Co,0,0,1,0,0,0,0,0
WD3-2DE-E,E,POHY,1,535,WD3,2DE,WD3_2DE,WD,2,DE,Co,0,0,0,1,0,0,0,0
WD3-2DF-F,F,PRCL,1,475.5,WD3,2DF,WD3_2DF,WD,2,DF,Co,0,0,0,1,0,0,0,0
WD3-2EF-E,E,POHY,1,535,WD3,2EF,WD3_2EF,WD,2,EF,Co,0,0,0,0,0,1,0,0
WD3-2EF-F,F,PRCL,1,1331.4,WD3,2EF,WD3_2EF,WD,2,EF,Co,0,0,0,0,1,0,0,0
WD3-2EG-E,E,POHY,1,321,WD3,2EG,WD3_2EG,WD,2,EG,Co,0,0,0,0,0,0,1,0
WD3-2EH-E,E,POHY,1,535,WD3,2EH,WD3_2EH,WD,2,EH,Co,0,0,0,0,0,0,0,1
WD3-2FG-F,F,PRCL,1,634,WD3,2FG,WD3_2FG,WD,2,FG,Co,0,0,0,0,0,0,1,0
WD3-2FH-F,F,PRCL,1,697.4,WD3,2FH,WD3_2FH,WD,2,FH,Co,0,0,0,0,0,0,0,1
WD3-4E-E1,E,POHY,1,963,WD3,4E,WD3_4E,WD,4,E,Mono,0,0,0,0,3,0,0,0
WD3-4E-E2,E,POHY,1,428,WD3,4E,WD3_4E,WD,4,E,Mono,0,0,0,0,3,0,0,0
WD3-4E-E3,E,POHY,1,535,WD3,4E,WD3_4E,WD,4,E,Mono,0,0,0,0,3,0,0,0
WD3-4E-E4,E,POHY,1,535,WD3,4E,WD3_4E,WD,4,E,Mono,0,0,0,0,3,0,0,0
WD3-4F-F1,F,PRCL,1,475.5,WD3,4F,WD3_4F,WD,4,F,Mono,0,0,0,0,0,3,0,0
WD3-4F-F2,F,PRCL,1,475.5,WD3,4F,WD3_4F,WD,4,F,Mono,0,0,0,0,0,3,0,0
WD3-4F-F3,F,PRCL,1,697.4,WD3,4F,WD3_4F,WD,4,F,Mono,0,0,0,0,0,3,0,0
WD3-4F-F4,F,PRCL,1,634,WD3,4F,WD3_4F,WD,4,F,Mono,0,0,0,0,0,3,0,0
WD3-4AE-E1,E,POHY,1,107,WD3,4AE,WD3_4AE,WD,4,AE,Co,3,0,0,0,1,0,0,0
WD3-4AF-F1,F,PRCL,1,158.5,WD3,4AF,WD3_4AF,WD,4,AF,Co,2,0,0,0,0,1,0,0
WD3-4AF-F2,F,PRCL,1,126.8,WD3,4AF,WD3_4AF,WD,4,AF,Co,2,0,0,0,0,1,0,0
WD3-4BE-E1,E,POHY,1,535,WD3,4BE,WD3_4BE,WD,4,BE,Co,0,2,0,0,1,0,0,0
WD3-4BE-E2,E,POHY,1,642,WD3,4BE,WD3_4BE,WD,4,BE,Co,0,2,0,0,1,0,0,0
WD3-4BF-F1,F,PRCL,1,1426.5,WD3,4BF,WD3_4BF,WD,4,BF,Co,0,2,0,0,0,1,0,0
WD3-4BF-F2,F,PRCL,1,1046.1,WD3,4BF,WD3_4BF,WD,4,BF,Co,0,2,0,0,0,1,0,0
WD3-4CE-E1,E,POHY,1,428,WD3,4CE,WD3_4CE,WD,4,CE,Co,0,0,2,0,1,0,0,0
WD3-4CE-E2,E,POHY,1,535,WD3,4CE,WD3_4CE,WD,4,CE,Co,0,0,2,0,1,0,0,0
WD3-4CF-F1,F,PRCL,1,1204.6,WD3,4CF,WD3_4CF,WD,4,CF,Co,0,0,2,0,0,1,0,0
WD3-4CF-F2,F,PRCL,1,1077.8,WD3,4CF,WD3_4CF,WD,4,CF,Co,0,0,2,0,0,1,0,0
WD3-4DE-E1,E,POHY,1,428,WD3,4DE,WD3_4DE,WD,4,DE,Co,0,0,0,2,1,0,0,0
WD3-4DE-E2,E,POHY,1,214,WD3,4DE,WD3_4DE,WD,4,DE,Co,0,0,0,2,1,0,0,0
WD3-4DF-F1,F,PRCL,1,919.3,WD3,4DF,WD3_4DF,WD,4,DF,Co,0,0,0,2,0,1,0,0
WD3-4DF-F2,F,PRCL,1,570.6,WD3,4DF,WD3_4DF,WD,4,DF,Co,0,0,0,2,0,1,0,0
WD3-4EF-E1,E,POHY,1,321,WD3,4EF,WD3_4EF,WD,4,EF,Co,0,0,0,0,1,2,0,0
WD3-4EF-E2,E,POHY,1,321,WD3,4EF,WD3_4EF,WD,4,EF,Co,0,0,0,0,1,2,0,0
WD3-4EF-F1,F,PRCL,1,887.6,WD3,4EF,WD3_4EF,WD,4,EF,Co,0,0,0,0,2,1,0,0
WD3-4EF-F2,F,PRCL,1,1109.5,WD3,4EF,WD3_4EF,WD,4,EF,Co,0,0,0,0,2,1,0,0
WD3-4EG-E1,E,POHY,1,321,WD3,4EG,WD3_4EG,WD,4,EG,Co,0,0,0,0,1,0,2,0
WD3-4EG-E2,E,POHY,1,214,WD3,4EG,WD3_4EG,WD,4,EG,Co,0,0,0,0,1,0,2,0
WD3-4EH-E1,E,POHY,1,321,WD3,4EH,WD3_4EH,WD,4,EH,Co,0,0,0,0,1,0,0,2
WD3-4EH-E2,E,POHY,1,214,WD3,4EH,WD3_4EH,WD,4,EH,Co,0,0,0,0,1,0,0,2
WD3-4FG-F1,F,PRCL,1,221.9,WD3,4FG,WD3_4FG,WD,4,FG,Co,0,0,0,0,0,1,2,0
WD3-4FG-F2,F,PRCL,1,285.3,WD3,4FG,WD3_4FG,WD,4,FG,Co,0,0,0,0,0,1,2,0
WD3-4FH-F1,F,PRCL,1,126.8,WD3,4FH,WD3_4FH,WD,4,FH,Co,0,0,0,0,0,1,0,2
WD3-4FH-F2,F,PRCL,1,285.3,WD3,4FH,WD3_4FH,WD,4,FH,Co,0,0,0,0,0,1,0,2
WD3-8E-E1,E,POHY,0,0,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E2,E,POHY,1,214,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E3,E,POHY,1,107,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E4,E,POHY,1,321,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E5,E,POHY,1,321,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E6,E,POHY,1,214,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E7,E,POHY,1,107,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8E-E8,E,POHY,1,214,WD3,8E,WD3_8E,WD,8,E,Mono,0,0,0,0,7,0,0,0
WD3-8F-F1,F,PRCL,1,380.4,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F2,F,PRCL,1,95.1,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F3,F,PRCL,1,348.7,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F4,F,PRCL,1,443.8,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F5,F,PRCL,1,253.6,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F6,F,PRCL,1,285.3,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F7,F,PRCL,1,348.7,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8F-F8,F,PRCL,1,348.7,WD3,8F,WD3_8F,WD,8,F,Mono,0,0,0,0,0,7,0,0
WD3-8AE-E1,E,POHY,1,107,WD3,8AE,WD3_8AE,WD,8,AE,Co,4,0,0,0,3,0,0,0
WD3-8AE-E2,E,POHY,1,214,WD3,8AE,WD3_8AE,WD,8,AE,Co,4,0,0,0,3,0,0,0
WD3-8AE-E3,E,POHY,1,214,WD3,8AE,WD3_8AE,WD,8,AE,Co,4,0,0,0,3,0,0,0
WD3-8AE-E4,E,POHY,1,214,WD3,8AE,WD3_8AE,WD,8,AE,Co,4,0,0,0,3,0,0,0
WD3-8AF-F1,F,PRCL,1,31.7,WD3,8AF,WD3_8AF,WD,8,AF,Co,4,0,0,0,0,3,0,0
WD3-8AF-F2,F,PRCL,1,190.2,WD3,8AF,WD3_8AF,WD,8,AF,Co,4,0,0,0,0,3,0,0
WD3-8AF-F3,F,PRCL,1,0,WD3,8AF,WD3_8AF,WD,8,AF,Co,4,0,0,0,0,3,0,0
WD3-8AF-F4,F,PRCL,0,0,WD3,8AF,WD3_8AF,WD,8,AF,Co,4,0,0,0,0,3,0,0
WD3-8BE-E1,E,POHY,1,214,WD3,8BE,WD3_8BE,WD,8,BE,Co,0,4,0,0,3,0,0,0
WD3-8BE-E2,E,POHY,1,428,WD3,8BE,WD3_8BE,WD,8,BE,Co,0,4,0,0,3,0,0,0
WD3-8BE-E3,E,POHY,1,321,WD3,8BE,WD3_8BE,WD,8,BE,Co,0,4,0,0,3,0,0,0
WD3-8BE-E4,E,POHY,1,321,WD3,8BE,WD3_8BE,WD,8,BE,Co,0,4,0,0,3,0,0,0
WD3-8BF-F1,F,PRCL,1,1014.4,WD3,8BF,WD3_8BF,WD,8,BF,Co,0,4,0,0,0,3,0,0
WD3-8BF-F2,F,PRCL,1,887.6,WD3,8BF,WD3_8BF,WD,8,BF,Co,0,4,0,0,0,3,0,0
WD3-8BF-F3,F,PRCL,1,285.3,WD3,8BF,WD3_8BF,WD,8,BF,Co,0,4,0,0,0,3,0,0
WD3-8BF-F4,F,PRCL,1,380.4,WD3,8BF,WD3_8BF,WD,8,BF,Co,0,4,0,0,0,3,0,0
WD3-8CE-E1,E,POHY,1,107,WD3,8CE,WD3_8CE,WD,8,CE,Co,0,0,4,0,3,0,0,0
WD3-8CE-E2,E,POHY,1,214,WD3,8CE,WD3_8CE,WD,8,CE,Co,0,0,4,0,3,0,0,0
WD3-8CE-E3,E,POHY,1,428,WD3,8CE,WD3_8CE,WD,8,CE,Co,0,0,4,0,3,0,0,0
WD3-8CE-E4,E,POHY,1,428,WD3,8CE,WD3_8CE,WD,8,CE,Co,0,0,4,0,3,0,0,0
WD3-8CF-F1,F,PRCL,1,380.4,WD3,8CF,WD3_8CF,WD,8,CF,Co,0,0,4,0,0,3,0,0
WD3-8CF-F2,F,PRCL,1,443.8,WD3,8CF,WD3_8CF,WD,8,CF,Co,0,0,4,0,0,3,0,0
WD3-8CF-F3,F,PRCL,1,63.4,WD3,8CF,WD3_8CF,WD,8,CF,Co,0,0,4,0,0,3,0,0
WD3-8CF-F4,F,PRCL,1,190.2,WD3,8CF,WD3_8CF,WD,8,CF,Co,0,0,4,0,0,3,0,0
WD3-8DE-E1,E,POHY,1,214,WD3,8DE,WD3_8DE,WD,8,DE,Co,0,0,0,4,3,0,0,0
WD3-8DE-E2,E,POHY,1,428,WD3,8DE,WD3_8DE,WD,8,DE,Co,0,0,0,4,3,0,0,0
WD3-8DE-E3,E,POHY,1,214,WD3,8DE,WD3_8DE,WD,8,DE,Co,0,0,0,4,3,0,0,0
WD3-8DE-E4,E,POHY,1,214,WD3,8DE,WD3_8DE,WD,8,DE,Co,0,0,0,4,3,0,0,0
WD3-8DF-F1,F,PRCL,1,0,WD3,8DF,WD3_8DF,WD,8,DF,Co,0,0,0,4,0,3,0,0
WD3-8DF-F2,F,PRCL,0,0,WD3,8DF,WD3_8DF,WD,8,DF,Co,0,0,0,4,0,3,0,0
WD3-8DF-F3,F,PRCL,1,0,WD3,8DF,WD3_8DF,WD,8,DF,Co,0,0,0,4,0,3,0,0
WD3-8DF-F4,F,PRCL,1,0,WD3,8DF,WD3_8DF,WD,8,DF,Co,0,0,0,4,0,3,0,0
WD3-8EF-E1,E,POHY,1,321,WD3,8EF,WD3_8EF,WD,8,EF,Co,0,0,0,0,3,4,0,0
WD3-8EF-E2,E,POHY,1,321,WD3,8EF,WD3_8EF,WD,8,EF,Co,0,0,0,0,3,4,0,0
